ID,RADEG,DECDEG,CLASS
PAndAS-25,8.525624999999998,43.251847222222224,1.0
PAndAS-26,8.687833333333332,38.44390277777777,1.0
PAndAS-27,8.806375,45.17718055555555,1.0
PAndAS-28,8.985125,40.81249444444444,1.0
PAndAS-29,9.037833333333332,40.136069444444445,1.0
PAndAS-30,9.620874999999998,37.977558333333334,1.0
PAndAS-31,9.999125,43.05546388888889,1.0
PAndAS-32,10.171666666666665,40.01526388888889,1.0
PAndAS-33,10.238958333333331,38.636177777777775,1.0
PAndAS-34,10.325166666666664,42.771252777777775,1.0
PAndAS-35,10.789,40.610619444444445,1.0
PAndAS-36,11.189874999999997,43.44299722222222,1.0
PAndAS-37,12.110541666666666,37.92837222222222,1.0
PAndAS-38,12.440291666666663,47.9092,1.0
PAndAS-39,12.650916666666665,42.53035833333333,1.0
PAndAS-40,12.6825,40.058388888888885,1.0
PAndAS-41,13.414916666666665,42.587494444444445,1.0
PAndAS-42,14.158499999999998,39.67386944444444,1.0
PAndAS-43,14.161666666666665,42.45493611111112,1.0
PAndAS-44,14.482874999999998,41.715836111111116,1.0
PAndAS-45,14.658166666666665,41.95318888888889,1.0
PAndAS-46,14.735,42.460636111111114,1.0
PAndAS-47,14.769916666666665,42.37640555555556,1.0
PAndAS-48,14.867749999999997,31.48628888888889,1.0
PAndAS-49,15.208625,42.30368055555555,1.0
PAndAS-50,15.461083333333331,48.30533888888888,1.0
PAndAS-51,15.527541666666666,42.80184444444444,1.0
PAndAS-52,18.195874999999997,42.423575,1.0
PAndAS-53,19.493374999999993,39.248111111111115,1.0
PAndAS-54,19.50058333333333,39.28331388888889,1.0
PAndAS-55,19.835041666666665,46.0532,4.0
PAndAS-56,20.76470833333333,41.91972777777777,1.0
PAndAS-57,21.947958333333332,40.67977777777777,1.0
PAndAS-58,22.258999999999997,40.785738888888886,1.0
PAndAS-59,9.123041666666666,40.63800833333333,1.0
PAndAS-Cand-01,11.243125,40.360533333333336,4.0
PAndAS-Cand-02,16.974499999999995,48.378275,4.0
dTZZ-C01,13.61375,4.183722222222222,4.0
dTZZ-C02,17.34458333333333,-5.915972222222223,4.0
dTZZ-C03,31.37666666666666,6.778083333333333,4.0
dTZZ-C04,37.64958333333333,46.319972222222226,4.0
dTZZ-C05,102.15208333333332,-18.388805555555557,4.0
dTZZ-C06,120.87208333333332,13.077305555555556,4.0
dTZZ-C07,152.40416666666667,61.266222222222225,4.0
dTZZ-C08,238.65541666666664,12.920388888888889,4.0
dTZZ-C09,250.07458333333332,54.968222222222224,4.0
dTZZ-C10,255.93624999999997,38.79727777777778,4.0
dTZZ-C11,313.825,54.712833333333336,4.0
dTZZ-C12,343.69749999999993,17.43927777777778,4.0
SDSS1,9.007499999999999,40.49722222222222,1.0
SDSS3,9.804583333333332,41.702222222222225,1.0
SDSS6,10.614999999999998,39.92444444444444,1.0
dTZZ-SDSS2,9.61208333333333,40.209722222222226,4.0
dTZZ-SDSS5,10.446666666666665,41.736111111111114,4.0
dTZZ-SDSS7,11.921249999999999,42.07138888888889,4.0
dTZZ-SDSS10,13.86708333333333,43.99194444444444,4.0
dTZZ-SDSS13,19.173749999999995,33.32361111111111,4.0
dTZZ-SDSS14,20.586249999999996,35.19305555555555,4.0
dTZZ-SDSS18,357.2904166666666,40.458333333333336,4.0
dTZZ-C2,2.079166666666666,34.468611111111116,4.0
dTZZ-C3,2.14375,34.62722222222222,4.0
dTZZ-C14,9.884583333333333,40.85472222222222,4.0
dTZZ-C15,10.039583333333331,39.925,4.0
dTZZ-C16,10.058333333333332,39.0425,4.0
dTZZ-C17,10.132916666666665,38.18666666666666,4.0
dTZZ-C18,10.412083333333332,37.32611111111112,4.0
dTZZ-C20,10.53833333333333,38.9375,4.0
dTZZ-C22,10.765416666666665,32.14361111111111,4.0
dTZZ-C23,10.883333333333331,33.16777777777777,4.0
dTZZ-C24,10.934583333333332,31.69,4.0
dTZZ-C26,11.004166666666665,30.700277777777778,4.0
dTZZ-C27,11.417499999999999,37.78638888888889,4.0
dTZZ-C30,12.105833333333333,29.2675,4.0
dTZZ-C31,12.387916666666664,34.86666666666667,4.0
dTZZ-C32,12.406249999999998,33.748333333333335,4.0
dTZZ-C33,12.593749999999998,41.859722222222224,4.0
dTZZ-C34,12.799999999999997,43.55972222222222,4.0
dTZZ-C36,12.885833333333332,41.95666666666667,4.0
dTZZ-C37,12.947083333333332,41.62555555555556,4.0
dTZZ-C39,13.144166666666665,43.30694444444444,4.0
dTZZ-C40,13.52625,29.921666666666667,4.0
dTZZ-C41,15.052916666666665,34.011944444444445,4.0
dTZZ-C45,16.429166666666664,30.94527777777778,4.0
dTZZ-C47,16.561666666666667,34.020833333333336,4.0
dTZZ-C48,16.66875,32.499722222222225,4.0
dTZZ-C50,17.13958333333333,33.78611111111111,4.0
dTZZ-C51,17.419166666666662,34.23694444444445,4.0
dTZZ-C52,17.711666666666666,44.74388888888889,4.0
dTZZ-C55,18.62333333333333,46.10194444444445,4.0
dTZZ-C56,19.399999999999995,46.18833333333333,4.0
dTZZ-C58,19.932499999999997,33.15555555555555,4.0
dTZZ-C59,20.73625,42.244166666666665,4.0
dTZZ-C60,21.544999999999995,43.819722222222225,4.0
dTZZ-C61,21.906666666666663,38.11805555555556,4.0
dTZZ-C63,22.160833333333333,44.01305555555555,4.0
dTZZ-C65,22.822499999999994,45.728611111111114,4.0
dTZZ-C66,23.19083333333333,42.95888888888889,4.0
dTZZ-C67,23.49625,42.63388888888889,4.0
dTZZ-C68,23.525,45.72555555555556,4.0
dTZZ-C69,23.66458333333333,44.094722222222224,4.0
